Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Males,Non_worker_Females,Total_Rural_Urban_Rural,Total_Rural_Urban_Total,Total_Rural_Urban_Urban,Disability_Any_Other,Disability_In_Hearing,Disability_In_Movement,Disability_In_Seeing,Disability_In_Speech,Disability_Mental_Illness,Disability_Mental_Retardation,Disability_Multiple_Disability,Disability_Total,Age_group_0to14,Age_group_15to59,Age_group_60+,Age_group_AgeNotStated,Age_group_Total
993,783,6,5,7,6,11,9,969,763,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4577,3538,1218,142,338,332,700,456,2321,2608,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
871,808,180,22,55,31,76,30,560,725,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,5,1,0,0,1,0,0,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27069,22330,8603,1057,1529,1653,3787,2388,13150,17232,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6687,5795,89,54,58,66,142,113,6398,5562,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16341,12766,7498,883,1216,1380,3117,2031,4510,8472,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3994,3737,1005,118,253,207,525,240,2211,3172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47,32,11,2,2,0,3,4,31,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19961,16122,2790,336,949,693,1787,876,14435,14217,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4044,2998,29,13,35,32,50,41,3930,2912,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9574,6957,2035,227,624,492,1332,652,5583,5586,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6336,6152,723,96,290,169,405,183,4918,5704,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,15,3,0,0,0,0,0,4,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
49942,37259,20051,2193,909,915,3666,2429,25316,31722,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8169,6559,128,57,29,25,218,183,7794,6294,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32569,21575,17833,1960,676,764,2810,1915,11250,16936,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9131,9089,2053,173,200,126,634,328,6244,8462,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,36,37,3,4,0,4,3,28,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8637,7669,3444,454,153,215,656,503,4384,6497,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1597,1357,28,12,5,3,45,27,1519,1315,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4947,4098,2894,409,90,160,446,397,1517,3132,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2086,2208,520,33,58,52,165,79,1343,2044,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7,6,2,0,0,0,0,0,5,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13543,8664,7523,628,158,149,873,577,4989,7310,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2166,1855,41,25,6,4,59,65,2060,1761,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9415,4756,6942,561,109,123,655,438,1709,3634,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1930,2044,517,41,42,22,157,73,1214,1908,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,9,23,1,1,0,2,1,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2255,1554,847,90,47,27,171,88,1190,1349,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
508,386,7,3,3,3,17,10,481,370,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1529,1006,768,81,41,20,141,73,579,832,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
215,161,71,6,2,4,13,5,129,146,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6167,4198,1997,237,152,109,462,183,3556,3669,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
620,441,7,1,2,2,6,6,605,432,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3988,2396,1733,210,112,90,380,141,1763,1955,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1556,1355,254,25,38,17,76,36,1188,1277,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,6,3,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2677,1833,606,79,33,25,126,80,1912,1649,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
509,381,6,2,1,0,7,9,495,370,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1931,1270,540,69,30,24,103,64,1258,1113,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
235,180,60,8,2,1,15,6,158,165,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2363,1725,543,64,77,124,166,108,1577,1429,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
279,192,3,0,1,0,5,3,270,189,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1800,1272,501,58,68,124,143,98,1088,992,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
280,260,39,6,6,0,18,7,217,247,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9783,7775,4230,559,199,190,937,724,4417,6302,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1738,1424,29,12,8,13,69,59,1632,1340,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6556,4998,3789,508,166,160,747,583,1854,3747,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1468,1345,404,38,25,17,120,81,919,1209,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,8,8,1,0,0,1,1,12,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4517,3841,861,82,90,76,275,166,3291,3517,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
752,523,7,2,3,0,10,4,732,517,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2403,1779,666,64,60,63,195,121,1482,1531,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1361,1536,188,16,27,13,70,41,1076,1466,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86321,68995,28074,10445,5394,5440,10263,9301,42590,43809,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12125,9339,156,121,430,394,250,181,11289,8643,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49932,34915,22671,8146,3169,3151,7316,6715,16776,16903,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
24148,24628,5211,2166,1790,1890,2683,2396,14464,18176,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
116,113,36,12,5,5,14,9,61,87,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13382,12694,4694,1951,880,1057,1722,1756,6086,7930,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1703,1328,20,8,77,68,41,33,1565,1219,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6318,5050,3412,1365,391,439,1027,1043,1488,2203,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5346,6301,1256,575,411,549,652,679,3027,4498,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15,15,6,3,1,1,2,1,6,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14243,12457,5698,2035,1001,1121,1876,1918,5668,7383,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1700,1537,32,30,74,80,47,41,1547,1386,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7078,5611,4259,1495,422,542,1108,1317,1289,2257,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5448,5292,1403,510,503,499,719,558,2823,3725,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17,17,4,0,2,0,2,2,9,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4879,3399,1666,623,306,266,609,506,2298,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1094,745,20,9,56,32,25,9,993,695,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3017,2099,1440,517,197,196,475,428,905,958,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
764,547,205,96,53,38,108,68,398,345,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4,8,1,1,0,0,1,1,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19447,13103,6549,1914,1213,992,2294,1573,9391,8624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1404,851,15,5,55,47,24,15,1310,784,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12194,6697,5561,1554,811,598,1697,1086,4125,3459,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5829,5541,963,354,346,347,572,471,3948,4369,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,14,10,1,1,0,1,1,8,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5310,3676,907,311,360,281,542,432,3501,2652,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1088,830,6,9,32,30,16,15,1034,776,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3857,2533,821,274,307,227,482,386,2247,1646,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
361,307,79,27,21,24,43,31,218,225,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,6,1,1,0,0,1,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3030,2136,489,174,197,162,323,249,2021,1551,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242,204,1,0,5,6,1,0,235,198,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2396,1567,432,155,170,137,291,222,1503,1053,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
389,362,56,19,22,19,30,27,281,297,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,3,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15964,13060,6624,2805,941,1120,2241,2343,6158,6792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3145,2624,47,50,111,102,84,58,2903,2414,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10445,8230,5774,2378,643,823,1841,1912,2187,3117,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2331,2162,792,371,187,191,310,369,1042,1231,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,44,11,6,0,4,6,4,26,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10066,8470,1447,632,496,441,656,524,7467,6873,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1749,1220,15,10,20,29,12,10,1702,1171,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4627,3128,972,408,228,189,395,321,3032,2210,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3680,4116,457,214,247,223,249,193,2727,3486,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,6,3,0,1,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
78963,63702,24978,9757,5322,5400,9897,9152,38766,39393,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10963,8460,140,114,429,394,242,174,10152,7778,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
44981,31664,19866,7523,3114,3120,7011,6591,14990,14430,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22907,23470,4939,2108,1774,1881,2630,2378,13564,17103,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
112,108,33,12,5,5,14,9,60,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12291,11849,4223,1823,870,1048,1648,1724,5550,7254,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1530,1209,15,8,77,68,40,32,1398,1101,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5621,4561,2992,1253,384,433,966,1017,1279,1858,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5126,6065,1211,559,408,546,640,674,2867,4286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14,14,5,3,1,1,2,1,6,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12653,11286,4820,1887,989,1112,1821,1894,5023,6393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1449,1318,27,26,74,80,44,38,1304,1174,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6027,4938,3456,1364,416,534,1071,1302,1084,1738,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5162,5013,1334,497,497,498,704,552,2627,3466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15,17,3,0,2,0,2,2,8,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4463,3085,1490,600,304,262,594,497,2075,1726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1027,656,19,9,56,32,25,9,927,606,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2720,1897,1275,495,195,193,461,421,789,788,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
712,524,195,95,53,37,107,66,357,326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4,8,1,1,0,0,1,1,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18140,12287,5952,1787,1198,987,2225,1560,8765,7953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1316,799,15,5,54,47,24,15,1223,732,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11291,6239,5022,1431,800,593,1637,1073,3832,3142,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5513,5236,905,350,343,347,563,471,3702,4068,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,13,10,1,1,0,1,1,8,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4809,3318,795,290,353,275,533,425,3128,2328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
976,748,6,7,32,30,14,15,924,696,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3499,2285,715,256,300,222,475,380,2009,1427,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
330,280,73,26,21,23,43,30,193,201,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4,5,1,1,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2769,1995,457,167,191,162,313,247,1808,1419,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
219,183,1,0,5,6,1,0,212,177,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2207,1470,406,149,165,137,282,220,1354,964,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
340,340,50,18,21,19,29,27,240,276,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,2,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14430,11822,5901,2594,925,1114,2124,2285,5480,5829,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2860,2399,43,49,111,102,82,55,2624,2193,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9355,7362,5115,2187,628,819,1736,1861,1876,2495,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2173,2017,733,352,186,189,300,365,954,1111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,44,10,6,0,4,6,4,26,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9408,8060,1340,609,492,440,639,520,6937,6491,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1586,1148,14,10,20,29,12,10,1540,1099,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4261,2912,885,388,226,189,383,317,2767,2018,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3551,3995,438,211,245,222,244,193,2624,3369,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,5,3,0,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7358,5293,3096,688,72,40,366,149,3824,4416,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1162,879,16,7,1,0,8,7,1137,865,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4951,3251,2805,623,55,31,305,124,1786,2473,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1241,1158,272,58,16,9,53,18,900,1073,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,5,3,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1091,845,471,128,10,9,74,32,536,676,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
173,119,5,0,0,0,1,1,167,118,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
697,489,420,112,7,6,61,26,209,345,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
220,236,45,16,3,3,12,5,160,212,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1590,1171,878,148,12,9,55,24,645,990,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
251,219,5,4,0,0,3,3,243,212,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1051,673,803,131,6,8,37,15,205,519,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
286,279,69,13,6,1,15,6,196,259,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
416,314,176,23,2,4,15,9,223,278,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,89,1,0,0,0,0,0,66,89,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
297,202,165,22,2,3,14,7,116,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
52,23,10,1,0,1,1,2,41,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1307,816,597,127,15,5,69,13,626,671,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
88,52,0,0,1,0,0,0,87,52,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
903,458,539,123,11,5,60,13,293,317,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
316,305,58,4,3,0,9,0,246,301,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
501,358,112,21,7,6,9,7,373,324,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
112,82,0,2,0,0,2,0,110,80,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
358,248,106,18,7,5,7,6,238,219,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,27,6,1,0,1,0,1,25,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
261,141,32,7,6,0,10,2,213,132,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,21,0,0,0,0,0,0,23,21,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
189,97,26,6,5,0,9,2,149,89,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
49,22,6,1,1,0,1,0,41,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1534,1238,723,211,16,6,117,58,678,963,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
285,225,4,1,0,0,2,3,279,221,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1090,868,659,191,15,4,105,51,311,622,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
158,145,59,19,1,2,10,4,88,120,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
658,410,107,23,4,1,17,4,530,382,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
163,72,1,0,0,0,0,0,162,72,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
366,216,87,20,2,0,12,4,265,192,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
129,121,19,3,2,1,5,0,103,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
379551,274512,151537,24886,5028,2822,20058,11989,202928,234815,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
66941,49485,1519,694,114,83,1319,1029,63989,47679,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
245691,169135,129892,21359,4084,2285,16217,9473,95498,136018,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
66229,55323,19891,2778,821,451,2483,1468,43034,50626,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
690,569,235,55,9,3,39,19,407,492,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44811,37388,18446,3098,596,366,2319,1686,23450,32238,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7929,6235,196,71,13,8,150,117,7570,6039,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23947,18745,14597,2527,394,255,1708,1258,7248,14705,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12839,12325,3620,494,188,103,459,305,8572,11423,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
96,83,33,6,1,0,2,6,60,71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
78761,67935,36906,7205,840,661,4904,3604,36111,56465,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17023,14108,518,289,31,20,448,380,16026,13419,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48133,40674,31240,6054,628,524,3787,2764,12478,31332,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13440,13011,5086,845,181,115,656,456,7517,11595,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
165,142,62,17,0,2,13,4,90,119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14297,10252,5224,776,180,91,638,350,8255,9035,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3617,2276,64,31,6,4,49,37,3498,2204,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9033,6599,4571,668,155,75,530,280,3777,5576,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1631,1359,582,75,19,12,58,31,972,1241,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16,18,7,2,0,0,1,2,8,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81534,48510,34296,4925,1316,549,4124,1548,41798,41488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6542,3884,119,25,13,8,67,35,6343,3816,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
59032,33227,30707,4558,1151,480,3647,1343,23527,26846,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15845,11338,3426,335,150,61,401,167,11868,10775,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
115,61,44,7,2,0,9,3,60,51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27332,17738,5120,757,319,108,794,392,21099,16481,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5882,3898,85,22,5,9,37,38,5755,3829,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19591,12321,4550,671,290,83,687,319,14064,11248,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1825,1494,476,62,24,16,70,35,1255,1381,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34,25,9,2,0,0,0,0,25,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13581,8344,2288,306,222,80,503,169,10568,7789,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1361,809,16,5,3,2,16,4,1326,798,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9922,5712,1953,248,193,71,428,139,7348,5254,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2281,1805,316,53,24,7,58,24,1883,1721,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,18,3,0,2,0,1,2,11,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
96325,69282,45728,7279,1369,884,6217,3991,43011,57128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18832,14879,462,225,36,29,523,397,17811,14228,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
63424,44509,39430,6226,1144,743,4970,3189,17880,34351,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13848,9690,5762,809,185,111,711,403,7190,8367,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
221,204,74,19,4,1,13,2,130,182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22910,15063,3529,540,186,83,559,249,18636,14191,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5755,3396,59,26,7,3,29,21,5660,3346,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12609,7348,2844,407,129,54,460,181,9176,6706,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4520,4301,623,105,50,26,70,47,3777,4123,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,18,3,2,0,0,0,0,23,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
